name,name_simbadable,ref_discovery,J_2MASS,W1,spt_ir,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,glon_j2000,glat_j2000,2 deg,4 deg,6 deg (Kepler),8 deg,10 deg,12 deg (TESS 1 detector),14 deg,16 deg,18 deg,20 deg
SDSS J104922.45+012559.2,2MASS J10492244+0125593,Zhan09,15.879,13.523,L3.5:,162.3435,1.4331,PS1,249.0527,51.0666,1,5,8,9,14,16,21,30,35,48
SIMP J1501530-013506,SIMP J1501530-013506,Arti11,16.081,13.526,L4.5,225.4709,-1.5853,PS1,355.7554,47.4575,1,1,5,9,12,16,22,27,33,45
SDSS J121951.45+312849.4,2MASS J12195156+3128497,Chiu06,15.913,13.529,L8,184.9647,31.4804,PS1,178.7444,81.8591,1,2,3,3,3,11,16,24,31,40
SDSS J133345.36-021600.2,2MASS J13334540-0215599,Schm10b,15.378,13.534,L2.2,203.4391,-2.2667,Gaia23,323.7269,58.8858,1,2,4,9,13,18,21,28,39,49
WISEP J131141.91+362925.2,2MASS J13114227+3629235,Kirk11,15.545,13.534,L5 pec (blue),197.9259,36.4899,Gaia23,99.5358,79.7004,1,4,7,13,16,20,25,32,39,43
2MASS J10461875+4441149,2MASS J10461875+4441149,Kirk10,15.622,13.537,L5 pec (sl. blue),161.5783,44.6874,Gaia23,169.5547,59.4769,0,0,4,4,9,14,20,24,29,36
PM I13518+4157B,2MASS J13514747+4157479,Deac14b,15.081,13.538,L1.5,207.9478,41.9633,Gaia23,87.066,70.7091,0,3,7,9,18,22,29,35,45,49
2MASS J11193254-1137466,TWA 42,Kell15,17.474,13.54,L7 VL-G,169.8854,-11.6297,PS1,270.0168,45.2881,1,2,2,4,6,12,17,23,30,44
2MASSW J0944027+313132,2MASSW J0944027+313132,Kirk00,15.495,13.544,L1.7,146.0116,31.5258,Gaia23,195.1433,49.2252,1,1,4,4,7,11,21,26,31,43
WISE J233527.07+451140.9,WISE J233527.07+451140.9,Thom13,16.94,13.548,L7 pec FLD-G,353.8629,45.1948,PS1,109.1515,-15.6339,1,2,2,2,5,8,10,13,17,19
2MASS J21395208+2148397,2MASS J21395208+2148397,Burg10a,15.875,13.551,L2,324.967,21.811,PS1,74.6714,-22.62,0,0,2,3,6,9,14,21,22,28
PSO J149.0341-14.7857,2MASS J09560810-1447065,Best15,16.276,13.551,L9,149.0339,-14.7853,PS1,252.0877,30.2953,2,3,5,7,8,11,15,25,30,33
SDSS J085805.47+221457.8,2MASS J08580549+2214582,Schm10b,15.231,13.559,L1:,134.5229,22.2495,Gaia23,204.5947,37.2324,1,3,8,10,14,20,25,30,38,45
SIMP J10035482-1441534,SIMP J1003548-144153,Robe16,15.15,13.56,L0.5:,150.9783,-14.6981,Gaia23,253.5693,31.6847,2,3,5,5,8,12,16,22,30,39
2MASS J09555995-7342489,2MASS J09555995-7342489,Folk12,15.048,13.565,L0:,148.9998,-73.7136,Gaia23,291.3302,-14.935,0,0,0,2,2,5,6,9,9,11
2MASS J12070374-3151298,2MASS J12070374-3151298,Reid08b,15.85,13.568,L2.5,181.7655,-31.8583,Gaia23,292.0459,30.0737,0,1,2,6,8,12,15,19,22,27
SDSS J104409.43+042937.6,2MASS J10440942+0429376,Knap04,15.881,13.57,L7,161.0393,4.4938,PS1,243.9878,52.151,2,6,7,10,14,17,24,28,40,45
WISE J173332.50+314458.3,2MASS J17333281+3144571,Thom13,15.866,13.571,L2 pec (red),263.3865,31.7493,Gaia23,55.8558,29.4875,0,1,5,8,15,19,24,29,37,47
HD 46588B,2MASS J06462756+7935045,Lout11,16.261,13.571,L9:,101.612,79.5835,PS1,134.5767,26.4213,0,0,0,0,0,2,4,8,10,12
SDSSp J224953.45+004404.2,2MASS J22495345+0044046,Geba02,16.587,13.573,L3: INT-G,342.4727,0.7346,PS1,71.5978,-49.625,0,4,6,10,14,17,24,32,41,48
GD 165B,GD 165B,Beck88,15.687,13.579,L3::,216.1629,9.2863,PS1,358.2967,61.673,1,2,8,11,17,25,32,34,46,56
2MASS J08254335-0029110,2MASS J08254335-0029110,Gagn15c,15.45,13.586,L0.3 FLD-G,126.4306,-0.4864,Gaia23,224.6372,20.6104,1,1,3,4,6,12,19,22,24,30
SDSS J172244.32+632946.8,2MASS J17224432+6329470,Hawl02,15.367,13.59,L0.7,260.6847,63.4963,Gaia23,93.066,33.9153,0,3,3,4,9,13,17,22,27,27
SIMP J02110979-1427349,SIMP J0211097-142734,Robe16,15.439,13.597,L2,32.7908,-14.4598,Gaia23,182.6358,-67.5234,0,2,4,8,12,15,21,27,31,43
PSO J348.8808+06.2873,2MASS J23153135+0617146,Best15,15.861,13.6,L2 VL-G,348.8807,6.2874,PS1,84.6372,-49.3189,1,2,6,10,16,21,25,38,48,52
2MASSW J1328550+211449,2MASS J13285503+2114486,Kirk99a,16.192,13.6,L4.1,202.2293,21.2467,PS1,0.3956,79.6309,0,0,3,5,9,10,21,31,44,51
WISEPA J164715.59+563208.2,2MASS J16471580+5632057,Kirk11,16.911,13.602,L9 pec (red),251.8158,56.535,PS1,85.3,39.3071,0,1,3,6,11,16,20,28,37,46
2MASSI J0241536-124106,2MASS J02415367-1241069,Cruz03,15.605,13.603,L1.9,40.4738,-12.6853,Gaia23,189.2066,-60.3995,0,1,6,8,14,16,22,29,36,48
SIMP J16055741+1931115,2MASS J16055741+1931115,Robe16,15.576,13.608,L2.5,241.4892,19.5199,Gaia23,34.0112,44.9725,1,5,10,11,18,26,32,41,47,57
SDSS J120610.49+624257.2,2MASS J12061050+6242572,Schm10b,15.649,13.608,L2.1,181.5438,62.716,Gaia23,131.658,53.6389,0,0,3,5,9,12,17,21,26,31
2MASS J02583123-1520536,2MASS J02583123-1520536,Gagn15c,15.908,13.608,L3.0 INT-G,44.63,-15.3484,PS1,197.6987,-58.249,0,0,2,7,12,18,23,28,38,49
PSO J004.7148+51.8918,PSO J004.7148+51.8918,Best15,16.823,13.608,L7,4.7133,51.8918,PS1,117.8267,-10.6565,0,0,0,2,3,6,8,9,12,17
2MASS J11181292-0856106,2MASS J11181292-0856106,Kirk10,15.74,13.611,L6 pec (blue),169.5539,-8.9363,Gaia23,267.6295,47.4442,0,2,2,3,6,12,19,29,39,45
2MASS J15515237+0941148,2MASS J15515237+0941148,Reid08b,16.319,13.611,L4: VL-G,237.9682,9.6875,PS1,19.4467,44.0986,0,1,4,10,12,19,26,34,41,50
SDSS J083506.16+195304.4,2MASS J08350622+1953050,Chiu06,16.094,13.615,L4.5,128.7759,19.8847,PS1,205.1693,31.3913,0,2,9,10,18,23,30,32,37,44
SDSS J142058.30+213156.6,2MASS J14205843+2131555,Schm10b,15.124,13.618,L0.0:,215.2434,21.5321,Gaia23,22.4468,68.8845,1,1,3,4,13,18,31,36,42,55
2MASS J00133470+1109403,2MASS J00133470+1109403,Kell17,15.721,13.618,L1 pec (red),3.3946,11.1612,PS1,108.1992,-50.6243,0,4,8,14,20,27,35,44,50,62
2MASSW J0355419+225702,2MASS J03554191+2257016,Kirk99a,16.111,13.62,L2.9,58.9247,22.9505,PS1,169.0215,-23.0057,0,3,4,13,17,22,30,34,41,50
2MASS J03001631+2130205,2MASS J03001631+2130205,Kirk10,15.877,13.621,L6 pec (sl. blue),45.068,21.5057,PS1,158.8253,-32.2385,0,1,5,11,14,17,27,34,42,54
PSO J009.8334+58.5781,2MASS J00391959+5834426,Alle16b;Luhm14a-phot;Sang23,15.902,13.621,L6.5,9.8318,58.5785,PS1,121.3497,-4.2559,1,1,1,2,3,3,3,5,9,12
PM I22118-1005B,2MASS J22114123-1008179,Deac14b,15.246,13.622,L1.5,332.9218,-10.1384,Gaia23,49.4582,-48.764,0,1,2,4,8,13,22,28,37,44
2MASS J12074836-3900043,TWA 40,Gagn14b,15.494,13.622,L1: VL-G,181.9515,-39.0012,Gaia23,293.7328,23.0899,2,3,4,6,10,11,13,16,17,25
2MASS J18131803+5101246,2MASS J18131803+5101246,Kirk10,15.915,13.623,L5,273.325,51.0236,PS1,79.0218,26.565,1,1,3,6,10,14,18,22,25,29
SDSS J075752.70+091410.0,2MASS J07575274+0914103,Bard14,15.86,13.632,L3.7:,119.4698,9.2362,PS1,212.0725,18.9233,0,0,2,3,5,12,18,23,27,34
2MASS J03274091-3148156,2MASS J03274091-3148156,Fahe09,16.093,13.634,L3,51.9204,-31.8043,CatWISE,230.3627,-55.8537,0,2,6,7,8,12,18,23,32,37
PSO J358.5527+22.1393,PSO J358.5527+22.1393,Alle16a,15.356,13.635,L1.9: INT-G?,358.5524,22.1396,Gaia23,105.8454,-38.8258,0,1,3,6,14,20,31,37,44,52
2MASS J02411151-0326587,2MASS J02411151-0326587,Cruz07,15.799,13.643,L1: VL-G,40.298,-3.4497,PS1,175.6315,-54.674,0,4,8,9,12,15,29,30,40,53
SDSSp J032817.38+003257.2,2MASS J03281738+0032572,Schn02,15.988,13.643,L2.5:,52.0725,0.5492,PS1,183.1483,-43.2482,2,2,8,10,12,18,27,35,54,63
SDSS J145255.58+272324.4,2MASS J14525564+2723256,Schm10b,14.924,13.644,L0.2:,223.2318,27.3904,Gaia23,40.5617,63.0674,1,1,2,6,15,18,25,30,42,60
WISEA J212354.78-365223.4,2MASS J21235440-3652208,Luhm14c,15.384,13.646,L1.5,320.9767,-36.8725,Gaia23,6.793,-45.4863,0,1,2,3,7,9,11,16,19,24
SIMP J11411438+1941149,SIMP J1141143+194114,Robe16,15.276,13.647,L0:,175.3099,19.6874,Gaia23,234.027,72.2841,1,4,6,8,9,15,19,27,34,42
SIMP J03570493+1529270,2MASS J03570493+1529270,Robe16,15.097,13.648,L1:: pec (blue),59.2707,15.4907,Gaia23,175.1704,-28.0051,1,4,8,13,16,30,41,46,51,57
CD-28 8692 B,Gaia DR2 5452634194009210112,Maro20b,15.421,13.649,L2,167.6217,-29.4219,Gaia23,277.9325,28.5034,0,0,0,1,6,12,19,23,25,27
2MASSW J0208549+250048,2MASSW J0208549+250048,Kirk00,16.206,13.662,L5.9,32.2292,25.0135,PS1,144.3518,-34.615,2,6,8,10,12,16,23,30,39,41
2MASS J15552840+5918155,2MASS J15552840+5918155,Kell17,15.963,13.669,L4,238.8683,59.3043,PS1,91.6143,45.0436,0,0,1,4,9,19,24,29,35,40
PSO J052.7214-03.8409,2MASS J03305326-0350280,Best15,16.466,13.671,L9:,52.7218,-3.8411,PS1,188.5684,-45.4105,0,2,4,6,12,18,24,38,47,56
SDSS J133316.06+374421.7,2MASS J13331605+3744214,Zhan09,15.886,13.673,L5,203.3169,37.7393,PS1,85.8816,76.2183,2,5,10,13,17,23,28,32,40,49
USco J154722.82-213914.3,2MASS J15472282-2139141,Lodi08,16.03,13.674,L0,236.8451,-21.6539,Gaia23,348.4753,25.2717,0,3,14,16,20,25,28,30,33,41
WISEA J114724.10-204021.3,TWA 41,Schn16b,17.637,13.677,L7: red,176.8508,-20.6723,PS1,283.323,39.7487,0,0,0,1,4,10,18,19,27,34
2MASS J19564700-7542270,2MASS J19564700-7542270,Reid08b,16.154,13.678,L0.9 VL-G,299.1959,-75.7075,CatWISE,318.848,-30.2431,0,1,1,3,3,3,7,9,9,12
2MASS J01414839-1601196,2MASS J01414839-1601196,Kirk10,16.209,13.681,L7:,25.4516,-16.0221,PS1,171.942,-73.8829,0,1,1,3,7,12,17,22,29,43
PSO J007.9194+33.5961,2MASS J00314067+3335459,Best15,16.453,13.682,L9,7.9195,33.5961,PS1,118.2234,-29.0948,1,2,5,7,10,15,17,27,30,41
USco J160723.82-221102.0,2MASS J16072382-2211018,Lodi08,15.292,13.687,L1,241.8493,-22.1839,Gaia23,351.6664,21.6296,7,9,13,17,18,22,25,30,34,37
WISEA J122221.95-213948.6,2MASS J12222222-2139466,Schn16a,16.087,13.687,L6,185.5924,-21.663,PS1,294.0107,40.7046,0,0,2,3,6,10,14,16,22,33
2MASS J00550564+0134365,2MASS J00550564+0134365,Fahe16,16.436,13.693,L1.0: VL-G,13.7736,1.5769,PS1,124.8338,-61.2813,1,7,9,12,17,23,31,41,52,61
2MASSW J0030300-145033,2MASSW J0030300-145033,Kirk00,16.278,13.694,L6: FLD-G,7.6256,-14.8427,PS1,100.2464,-76.7833,1,2,6,9,14,17,19,26,34,43
WISEA J095729.41+462413.5,2MASS J09572983+4624177,Luhm14c,16.248,13.697,L5 pec (red),149.3743,46.4048,PS1,171.6637,50.8512,1,1,3,6,10,14,18,27,33,44
SIMP J01512665+3824122,SIMP J0151266+382412,Robe16,15.404,13.699,L1.5,27.8611,38.4034,Gaia23,135.6605,-22.9806,1,3,5,6,8,9,12,15,23,26
WISEA J015812.03+323157.9,2MASS J01581172+3232013,Schn16a,16.042,13.7,L4.5,29.5488,32.5336,PS1,138.8869,-28.2612,0,1,4,10,13,16,17,21,24,37
2MASS J00150673+3006004,2MASS J00150673+3006004,Kell17,16.099,13.7,L2,3.7781,30.1001,PS1,113.6538,-32.1162,1,2,7,10,13,16,19,24,33,41
SDSS J074838.61+174332.9,2MASS J07483864+1743329,Bard14,16.274,13.708,L5 FLD-G,117.161,17.7259,PS1,202.8762,20.3799,0,2,4,5,8,14,18,22,28,32
2MASS J22120703+3430351,2MASS J22120703+3430351,Reid08b,16.316,13.71,L6,333.0293,34.5098,PS1,89.2774,-17.7494,0,0,4,5,5,9,10,12,16,22
WISE J135307.51-085712.0,2MASS J13530778-0857119,Thom13,14.875,13.712,L0,208.2823,-8.9533,Gaia23,327.5723,50.9431,0,1,2,2,5,13,17,24,31,46
2MASS J01531463-6744181,2MASS J01531463-6744181,Reid08b,16.412,13.714,L2.9 VL-G,28.311,-67.7384,CatWISE,294.2003,-48.3285,0,0,4,4,5,8,11,15,19,21
WISEA J022609.16-161000.4,WISEA J022609.16-161000.4,Schn17,17.334,13.714,L7 (red),36.5377,-16.1665,PS1,191.2591,-65.4768,1,3,4,9,11,16,20,28,36,40
2MASS J14313097+1436539,2MASS J14313097+1436539,Shep09a,15.151,13.716,L3.5:,217.8788,14.615,Gaia23,9.7479,63.5646,0,1,6,12,16,19,26,38,47,54
HIP 63506C,2MASS J13005061+4214473,Deac14b,15.15,13.718,L1,195.2108,42.2464,Gaia23,116.2972,74.7606,0,3,6,11,17,22,26,32,38,43
CWISE J031042.59+204629.3,2MASS J03104240+2046298,Schn22,15.923,13.723,L5,47.6767,20.7749,PS1,161.6591,-31.4272,0,3,7,10,13,20,25,38,46,52
2MASS J23255604-0259508,2MASS J23255604-0259508,Burg10a,15.961,13.723,L1.3 INT-G,351.4836,-2.9975,PS1,78.9757,-58.3725,1,1,1,5,14,18,26,35,46,56
SDSS J085234.90+472035.0,2MASS J08523490+4720359,Knap04,16.182,13.738,L9.5:,133.1454,47.3431,PS1,172.4914,39.7528,0,1,3,8,14,17,21,27,33,39
WISEA J005811.69-565332.1,2MASS J00581143-5653326,Schn17,16.778,13.744,L9 (red),14.5476,-56.8924,CatWISE,301.0759,-60.2115,0,1,3,7,9,12,19,20,27,31
SDSS J035308.54+103056.0,2MASS J03530845+1030564,Schm10b,15.45,13.747,L0.9,58.2853,10.5157,Gaia23,178.6704,-32.0671,2,3,7,14,21,30,39,47,52,60
2MASS J17081563+2557474,2MASS J17081563+2557474,Kell15,16.92,13.751,L5 red,257.0651,25.9632,PS1,47.5571,33.2173,1,4,8,13,16,21,28,41,48,56
2MASS J10271549+5445175,2MASS J10271549+5445175,Kell17,16.15,13.762,L2,156.8146,54.7549,PS1,156.3777,51.9679,0,3,5,7,11,17,25,31,33,38
2MASS J00150206+2959323,2MASS J00150206+2959323,Kirk10,16.158,13.764,L7.5 pec (blue),3.7586,29.9923,PS1,113.6131,-32.2198,1,2,7,10,13,16,19,24,33,41
NLTT 1011B,2MASS J00193275+4018576,Deac14b,15.544,13.766,L2,4.8865,40.3159,Gaia23,116.3751,-22.1494,1,1,2,3,7,14,15,19,27,31
USco J160828.47-231510.4,2MASS J16082847-2315103,Lodi08,15.482,13.768,L1,242.1187,-23.2529,Gaia23,351.0236,20.7102,8,11,14,17,19,22,26,28,33,37
2MASS J22114470+6856262,2MASS J22114470+6856262,Kirk10,15.712,13.77,L2,332.9361,68.9406,Gaia23,109.3728,10.3856,0,0,1,1,1,2,3,5,7,10
CWISE J014611.20-050850.0,SDSS J014611.18-050848.8,Soft22,NaN,13.779,L4,26.5464,-5.1463,PS1,156.0382,-64.4396,1,3,5,6,7,18,27,37,48,53
NLTT 31450B,2MASS J12394920+3209056,Deac14b,16.135,13.781,L6,189.955,32.1515,PS1,148.9078,84.3789,0,0,3,4,10,13,19,27,31,40
WISEA J131211.10-761740.9,2MASS J13121165-7617357,Luhm14c,16.043,13.785,L5.5,198.0488,-76.2932,CatWISE,304.1947,-13.4723,1,2,2,3,3,4,6,6,7,8
SDSS J023547.56-084919.8,2MASS J02354756-0849198,Hawl02,15.571,13.788,L2,38.9482,-8.8222,Gaia23,181.2515,-59.2928,1,2,5,10,15,18,23,30,40,46
2MASS J01244599-5745379,2MASS J01244599-5745379,Reid08b,16.308,13.789,L0.7 VL-G,21.1916,-57.7606,CatWISE,294.3476,-58.8087,0,2,5,6,11,17,18,20,22,25
SDSS J154849.02+172235.4,2MASS J15484912+1722359,Chiu06,16.104,13.79,L5,237.2046,17.3766,PS1,29.037,48.0392,1,5,8,12,17,20,29,35,44,52
2MASSW J1553214+210907,2MASSW J1553214+210907,Kirk99a,16.703,13.793,L6.6:,238.3392,21.1521,PS1,34.9102,48.2901,0,4,6,14,18,24,30,41,48,57
PSO J353.6355+13.2209,2MASS J23343249+1313153,Best15,16.651,13.794,L8:,353.6354,13.2209,PS1,95.6943,-45.5449,0,3,4,10,16,23,28,36,50,59
SDSS J143832.63+572216.9,2MASS J14383259+5722168,Zhan09,15.962,13.795,L4.6,219.6359,57.3714,PS1,98.3102,54.3351,0,2,3,9,10,16,21,26,34,41
HIP 85365B,2MASS J17262235-0502110,Deac14b,16.693,13.797,L5.5,261.5931,-5.0364,PS1,18.2698,16.3514,0,0,3,4,5,6,12,14,22,25
2MASS J20334473-5635338,2MASS J20334473-5635338,Gagn15c,15.718,13.798,L1.2 VL-G,308.4365,-56.5928,CatWISE,340.9803,-36.313,0,0,1,3,5,7,9,12,15,18
SDSS J080048.13+465825.5,2MASS J08004815+4658256,Hawl02,15.513,13.809,L1.3,120.2006,46.9738,Gaia23,172.3505,30.9538,2,4,6,7,10,13,20,26,29,34
2MASS J09481259+5300387,2MASS J09481259+5300387,Kell17,15.585,13.81,L1,147.0525,53.0107,Gaia23,162.631,47.5176,0,1,1,9,13,19,22,28,32,40
SIMP J15102256-1147125,2MASS J15102256-1147125,Robe16,15.656,13.81,L4: pec (blue),227.594,-11.7868,CatWISE,348.4049,38.5229,0,0,1,7,9,14,19,26,39,48
WISEA J211807.07-321713.5,2MASS J21180695-3217095,Luhm14c,15.445,13.814,L1.5,319.5291,-32.2861,Gaia23,13.0535,-43.8591,0,0,4,5,7,9,13,16,19,27
PSO J057.2893+15.2433,PSO J057.2893+15.2433,Best15,17.286,13.818,L7 (red),57.2892,15.2437,PS1,173.8687,-29.5575,1,3,8,13,18,31,41,48,52,55
2MASS J04234652+0843211,2MASS J04234652+0843211,Kell17,16.179,13.82,L2,65.9438,8.7225,PS1,185.7586,-27.3374,2,6,7,11,19,27,33,38,48,58
SDSS J163359.23-064056.5,2MASS J16335933-0640552,Chiu06,16.138,13.822,L6,248.4972,-6.6821,PS1,9.2741,26.4784,0,1,4,6,10,12,16,19,30,41
PSO J087.7749-12.6537,2MASS J05510608-1239130,Best15,16.631,13.825,L8,87.7754,-12.6536,PS1,217.7359,-19.0181,0,0,0,2,3,5,6,10,16,20
PSO J135.0395+32.0845,2MASS J09000957+3205045,Best15,15.835,13.829,L1.5 FLD-G,135.0399,32.0846,Gaia23,192.5118,40.0762,0,1,3,6,13,18,21,27,34,45
SDSSp J023617.93+004855.0,2MASS J02361794+0048548,Geba02,16.098,13.829,L6.5,39.0748,0.8152,PS1,169.2588,-52.3611,0,3,5,9,11,16,24,33,46,53
WISEA J190722.56+472745.3,2MASS J19072251+4727464,Schn17,16.402,13.829,L6,286.8439,47.4629,PS1,78.0491,17.1084,0,0,1,3,4,5,8,9,14,18
SDSS J140023.12+433822.3,2MASS J14002320+4338222,Chiu06,16.301,13.83,L7:,210.0966,43.6394,PS1,87.2848,68.4095,0,2,6,9,14,22,33,38,46,54
2MASS J21555848+2345307,2MASS J21555848+2345307,Kirk10,15.986,13.831,L2,328.9936,23.7585,PS1,79.048,-23.801,0,0,1,3,6,12,14,20,25,28
SDSS J163030.53+434404.0,2MASS J16303054+4344032,Knap04,16.634,13.832,L7:,247.6273,43.7343,PS1,68.7017,43.3307,0,0,3,7,13,18,26,35,44,53
SDSS J001608.44-004302.3,2MASS J00160844-0043021,Knap04,16.326,13.836,L5.5,4.0352,-0.7174,PS1,103.6883,-62.263,2,2,3,6,13,21,30,41,52,66
2MASS J06272161-5308428,2MASS J06272161-5308428,Gagn15c,16.385,13.838,L0.1 INT-G,96.8401,-53.1452,CatWISE,261.8191,-24.8874,1,1,1,3,4,6,8,9,11,14
2MASS J23253519+4608098,null,Maro20b,15.868,13.839,L2,351.3966,46.1361,Gaia23,107.7709,-14.1929,1,2,2,2,3,7,8,11,14,21
2MASSW J0929336+342952,2MASSW J0929336+342952,Kirk00,16.601,13.843,L7.5,142.3901,34.498,PS1,190.3104,46.4782,0,0,3,5,6,11,19,26,37,43
2MASSI J0028394+150141,2MASSI J0028394+150141,Kirk00,16.507,13.854,L3,7.1643,15.0282,PS1,114.7789,-47.4825,1,4,9,16,21,24,33,43,53,64
HIP 6407B,HD 8291B,Deac14b,15.471,13.862,L1,20.5707,3.5232,Gaia23,137.7653,-58.4574,0,3,6,9,19,27,30,40,50,58
2MASS J04185879-4507413,2MASS J04185879-4507413,Gagn15c,16.163,13.862,L2.8 VL-G,64.745,-45.1282,CatWISE,250.8338,-45.2932,0,2,5,6,6,8,12,16,20,24
PSO J231.8943-29.0599,2MASS J15273464-2903354,Best17a,15.767,13.863,L0: VL-G,231.8943,-29.0599,PS1,339.5086,22.5073,0,3,4,7,10,20,25,28,35,37
2MASS J03530419+0418193,2MASS J03530419+0418193,Kell17,16.473,13.865,L6 (red),58.2674,4.3054,PS1,184.4022,-36.0736,0,4,4,11,22,27,34,38,52,64
2MASS J10315064+3349595,2MASS J10315064+3349595,Kirk10,16.091,13.869,L2,157.9609,33.8332,Gaia23,191.6758,59.3406,0,1,1,3,8,13,15,21,29,35
PSO J346.5281-15.9406,2MASS J23060663-1556262,Best15,16.694,13.869,L7,346.5277,-15.9407,PS1,52.132,-63.1514,0,2,8,9,11,14,22,30,41,46
2MASS J17120142+3108217,2MASS J17120142+3108217,Kell17,16.177,13.871,L2,258.0059,31.1393,PS1,53.8077,33.7773,0,1,6,11,18,23,27,38,43,50
2MASS J23313131+2041273,2MASS J23313131+2041273,Kell17,16.06,13.874,L3.5,352.8806,20.6909,PS1,98.8558,-38.4159,0,0,2,5,9,20,26,36,45,51
WISEA J145642.68+645009.7,WISEA J145642.68+645009.7,Schn17,17.564,13.874,L7 (sl. red),224.1792,64.8358,PS1,103.8759,47.3917,0,1,4,10,12,12,14,23,25,34
ULAS2MASS J1452+1114,2MASS J14520183+1114590,Bard14,15.519,13.879,L2.9,223.0076,11.2498,Gaia23,9.5376,57.5403,1,2,4,7,12,17,30,36,47,54
2MASS J01183399+1810542,2MASS J01183399+1810542,Kell17,16.135,13.879,L2,19.6416,18.1817,PS1,131.9381,-44.215,0,1,4,7,10,18,31,36,52,67
PM I23492+3458B,PM J23492+3458B,Deac14b,16.298,13.887,L9,357.313,34.9823,PS1,108.7686,-26.1732,0,1,3,6,11,14,16,20,24,30
SIMP J04175143-1838320,SIMP J0417514-183832,Robe16,16.334,13.89,L3: pec,64.4645,-18.6422,PS1,214.1776,-42.0293,1,1,3,7,11,14,21,23,30,40
WISEA J003338.45+282732.4,2MASS J00333870+2827351,Schn16a,15.893,13.891,L3 (blue),8.4111,28.4597,CatWISE,118.2001,-34.2484,0,1,7,9,10,15,21,30,38,46
2MASS J23155665-4747315,2MASS J23155665-4747315,Gagn15c,16.081,13.9,L5.2 FLD-G,348.9862,-47.7921,CatWISE,338.5811,-62.1914,1,2,2,2,4,6,11,16,23,28
WISEA J010738.75-131413.7,WISEA J010738.75-131413.7,Schn17,16.71,13.9,L7:,16.9112,-13.237,PS1,138.9885,-75.6011,0,0,2,3,8,14,22,29,37,46
PSO J319.7576-13.0982,null,Sang23,17.632,13.903,L5 red,319.7571,-13.0982,PS1,37.6989,-38.5919,0,0,4,5,10,14,18,23,27,31
2MASS J13184794+1736117,2MASS J13184794+1736117,Kirk10,16.341,13.907,L5.5,199.6998,17.6032,PS1,337.8894,78.5721,0,0,4,6,11,13,22,28,36,50
WISEA J124135.42-245748.9,WISEA J124135.42-245748.9,Kirk16,15.958,13.908,L2.5 pec (sl.blue),190.3984,-24.9629,Gaia23,300.1058,37.8548,0,0,3,5,6,9,14,19,22,27
2MASSW J0829570+265510,2MASSW J0829570+265510,Kirk00,17.109,13.908,L6.4::,127.4878,26.9195,PS1,196.8613,32.4891,0,1,4,10,16,19,26,31,37,44
SIMP J04173264-1345388,SIMP J0417326-134538,Robe16,15.881,13.91,L2,64.386,-13.7609,PS1,208.1325,-40.2617,0,2,5,8,12,15,19,22,31,38
2MASS J14403186-1303263,2MASS J14403186-1303263,Kirk10,15.379,13.926,L1 pec (sl. blue),220.1329,-13.0573,Gaia23,339.7695,41.8803,1,2,3,7,7,8,16,23,28,37
Hya03,2MASS J04102390+1459104,Lodi14b,15.748,13.929,L1 pec (red),62.5996,14.9862,Gaia23,178.0035,-25.9563,1,3,7,12,22,28,35,43,54,56
SDSS J084751.48+013811.0,2MASS J08475148+0138110,Zhan09,16.231,13.932,L3.2,131.9645,1.6364,PS1,225.5987,26.4711,0,0,4,6,12,16,17,22,28,34
SDSS J151110.91+434036.3,2MASS J15111089+4340372,Bard14,16.604,13.932,L5.8,227.7954,43.6769,PS1,72.665,57.414,1,2,5,8,11,16,24,33,47,54
SIMP J04005763-1322024,SIMP J0400576-132202,Robe16,16.576,13.934,L7::,60.2401,-13.3674,PS1,205.4021,-43.767,0,2,5,10,10,14,21,26,33,41
2MASS J12304562+2827583,2MASS J12304562+2827583,Shep09a;Kirk10,16.073,13.937,L4:,187.6901,28.4662,Gaia23,195.4294,85.2359,0,2,3,3,3,10,15,26,31,38
SDSS J101742.51+431057.9,2MASS J10174252+4310584,Schm10b,15.548,13.938,L0.9,154.4271,43.1828,Gaia23,175.3685,55.1247,0,2,5,6,8,12,17,25,30,42
SIMP J13174922+0448149,2MASS J13174922+0448149,Robe16,16.217,13.942,L2.5:,199.4552,4.8041,PS1,319.8272,66.8064,1,2,6,12,14,22,25,32,44,52
Hya09,2MASS J04463535+1451261,Lodi14b,16.679,13.942,L2.1,71.6473,14.8572,PS1,184.0183,-19.1996,0,1,2,4,15,23,27,34,42,45
WISEA J062858.69+345249.2,2MASS J06285868+3452527,Schn16a,15.957,13.944,L4,97.2445,34.8812,PS1,179.1791,10.9138,0,0,1,3,8,11,12,16,17,19
WISEA J235422.31-081129.7,2MASS J23542220-0811289,Schn17,17.255,13.944,L5 (red),358.5927,-8.1914,PS1,84.7889,-66.7379,1,2,3,5,12,19,23,33,47,55
WISEA J112859.45+511016.8,2MASS J11285958+5110202,Schn16a,16.189,13.945,L6,172.2483,51.1722,PS1,150.3352,61.3442,0,2,4,8,12,16,19,29,36,36
2MASS J01472702+4731142,2MASS J01472702+4731142,Kirk10,15.843,13.949,L1.5,26.8625,47.5207,Gaia23,132.6401,-14.2923,0,0,0,1,3,4,7,11,14,15
